,post_text,label
12202,reasonreasonreasonreasonreasonreasonreason unless sanction lift exxon drill  presen ,Sentence found to be Depressed
12203, exxon drill right russia  us balanc   countri trump love russia us sanction ,Sentence found to be Depressed
12204, percent exxonmobil drill world wide russia  sanction usa russia sinc  stopp ,Sentence found to be Depressed
12205,huffpostpol  wowwhat presid turn yeahright djt ,Sentence found to be Depressed
12206,speakerryan help financi support support   okltok save ,Sentence found to be Depressed
12207,ok  go  help self leav cabinet member ,Sentence found to be Depressed
12208,rogerwick  senatorsess cut cloth ,Sentence found to be Depressed
12209,huffpostpol  yeah he stupidincompet   money ,Sentence found to be Depressed
12210,cosliv daveweigel youll never play ball ,Sentence found to be Depressed
12211,maddowblog gretafox watch twice today uncanni attitudepropaganda fox im gone   ,Sentence found to be Depressed
12212,greta watch twice today brought fox road show put new york yellow cab la ,Sentence found to be Depressed
12213,slate saintjudg everyon high standard standard bill  he realli grouper us ,Sentence found to be Depressed
12214,bipolit voic wilder fox  see greta msnbc brought fox travel show ,Sentence found to be Depressed
12215,mcconnel state kentucki highest poverti rate us use food stamp state us ,Sentence found to be Depressed
12216,tedcruz comment hear fals usualy couldnt hold presid obama coat reasonlyin ,Sentence found to be Depressed
12217,mitchellreport morningmika morningmika msnbc andera mj saidw know djt didnt see paper sinc kacamp pr ,Sentence found to be Depressed
12218,joenbc morningmika mikebarnicl williegeist person attach realdonaldtrumpsom mj srike ,Sentence found to be Depressed
12219,joenbc hold mika reaction seem show may person skin game panic come acro ,Sentence found to be Depressed
12220,show moneylot wall st winner cabinet ,Sentence found to be Depressed
12221,kmov realdonladtrump morningmika joenbc cbsthismorn cnnpolit  morningmika mika keep sayingno stori ,Sentence found to be Depressed
12222, joenbc morningmika williegeist smell high heaven mikaandreaoth protest panicsay ,Sentence found to be Depressed
12223,he well vers nazi germani ,Sentence found to be Depressed
12224,amaz deni new trumprussia paperspreibusa mitchel morningmika  morn joe show panic ,Sentence found to be Depressed
12225,joenbc oh boy mika amp andrea panic respons tell base statement reaction lookssmel like ,Sentence found to be Depressed
12226,mitchellreport realdonaldtrump hey andrea mika state panictoo mani time verifi ,Sentence found to be Depressed
12227,roy blunt lose senat statu switchboard switchup  admit know rt usa dish net,Sentence found to be Depressed
12228,foxnew mika uncontrol outrag tell preibu key lie obviou smell like cover ,Sentence found to be Depressed
12229,danscavino realdonaldtrump  preibu liedso clearobvi coordin cover take placew know c ,Sentence found to be Depressed
12230,seanspic morningjo washingtonpost ignatiuspost nytim maxfish buzzfe inconsist galorelook ,Sentence found to be Depressed
12231,bombshel firm link trump apprentic produc putin discov  via huffpostblog,Sentence found to be Depressed
12232,reason ,Sentence found to be Depressed
12233,markgrehay appar dumbest guy usa stupid ,Sentence found to be Depressed
12234,nytpolit mayb learn crappi way grouper chief rogerour next presid ,Sentence found to be Depressed
12235,zestytrump couldnt overshadow presid everi russian agent know ,Sentence found to be Depressed
12236,flotu potu   great amp love famili  well miss  thank america ,Sentence found to be Depressed
12237, incompet swamp scum ,Sentence found to be Depressed
12238,maddow rachel one last item sin america  sin america    dont sin american ,Sentence found to be Depressed
12239,what thisanoth crook trump gang  ok hold new swamp full scum cheat crook ,Sentence found to be Depressed
12240,maddowalway truth intellig trust ,Sentence found to be Depressed
12241,maddow sorri exampletruth gave chanc ask fail bigfox vs msnbc need youchri la ,Sentence found to be Depressed
12242,maddow greta  enough remind cant watch foxso obviou greta ,Sentence found to be Depressed
12243,maddow greta defend file case v actual case gonzal guest full throat  fox type guest full ,Sentence found to be Depressed
12244,maddow greta watch fox record greta tonight msnbc full blown hannityoreilli scriptfox ,Sentence found to be Depressed
12245,huffingtonpost wellthink r u saiddon amp didnt racist name mud doesnt matt ,Sentence found to be Depressed
12246,everyon know evangel dont like hatr strong motiv seen close hurt je ,Sentence found to be Depressed
12247,huffingtonpost know evangel dont like seen closehatr mani evangel church kn ,Sentence found to be Depressed
12248,thinkprogress sooooooooooooo polic union dont hold racial view  dont stupid ,Sentence found to be Depressed
12249,cnn russia compromis info trump accord ic sourc ,Sentence found to be Depressed
12250,donald trump bail bankruptci russia crime boss ,Sentence found to be Depressed
12251,truthfeednew defendingtheusa  portion jerk ,Sentence found to be Depressed
12252,hypocrit republican vote add  trillion nation debt  ,Sentence found to be Depressed
12253,session take racism charg pledg recus clinton probe cnnpolit ,Sentence found to be Depressed
12254, russian tv tube,Sentence found to be Depressed
12255,senat roy blunt testifi session hear didnt know rt usa might call senatorrep see kn ,Sentence found to be Depressed
12256,  know fund russia world widedish net nation widein  million home world wide satel ,Sentence found to be Depressed
12257,royblunt live st loui mani dish custom watch rt full fledg propaganda mill didnt kn ,Sentence found to be Depressed
12258,royblunt didnt know rt us coverag worldwid nationwid tv companysatel ,Sentence found to be Depressed
12259,maddow best howev tri give friend boost mistak far  littl differ ,Sentence found to be Depressed
12260,bigvarick bannerit naacpldf rolandsmartin   convolut shit comment ,Sentence found to be Depressed
12261,nprpolit session lie tv type  sin america ag candid lie hear ,Sentence found to be Depressed
12262,smencim jmartnyt  anoth russianputin tactic sin america trump alreadi establish strong ,Sentence found to be Depressed
12263,wsj  new scum swamp hey get full sin america trump gather unto swamp scum ,Sentence found to be Depressed
12264,theatlant kcalamur done research claim holi cow that disqualifi statement  int ,Sentence found to be Depressed
12265,latim support altright ,Sentence found to be Depressed
12266,nymag  that great crook appoint crook investig crook congratul crook sin ,Sentence found to be Depressed
12267,nprpolit willi nilli great legal term john c calhoun discipl    sin america  sup ,Sentence found to be Depressed
12268,sin america  session guilti saa long period discipl john c calhoun amp georg wal ,Sentence found to be Depressed
12269,cspan comey hostil wit trumpsess deni russia hack usasin america  inaugur ,Sentence found to be Depressed
12270,bipolit mccain bash presid hobbi lost class  join hip graham piti ,Sentence found to be Depressed
12271,sin america commit session mani year he discipl john calhoun amp georg wallacera ,Sentence found to be Depressed
12272, transit  ugli attitudew winyou lose mr trump commit sin again ,Sentence found to be Depressed
12273, histori discipl john c calhoun amp georg wallac he commit sin ameri ,Sentence found to be Depressed
12274,speakerryan  sin america take  citizen insur amp replac hollow prom ,Sentence found to be Depressed
12275,joenbc  say  sin america ,Sentence found to be Depressed
12276, crucial stori focu instead trump press confer  via huffpostpol,Sentence found to be Depressed
12277,kmov wind trump  sin america ,Sentence found to be Depressed
12278,joenbc lie facebook   pmyour newest propaganda mill  sin america ,Sentence found to be Depressed
12279,joenbc slick propagandistyour smooth way morn normal trumpputin sin act behold  b ,Sentence found to be Depressed
12280,rbreich mcconnel one worst sin america trump number one sin america ,Sentence found to be Depressed
12281,rbreich pleas considerim usingsin america amp dont sin americana labeltweet w ,Sentence found to be Depressed
12282,politico louisjnelson dunc support proven racist alabama he altright ,Sentence found to be Depressed
12283, foxnew  sin america amp sin mankind human ,Sentence found to be Depressed
12284, foxnew understand dont  appear stupid deplor jerk ,Sentence found to be Depressed
12285,conway dismiss need independ hack probe say trump may reconsid sanction russia  via usatoday saa,Sentence found to be Depressed
12286,fact check trump err repli meryl streep  via usatoday,Sentence found to be Depressed
12287,foxnew trumpworld tuckercarlson talk sin tucker own career ofsin america saaif ,Sentence found to be Depressed
12288,politicomag sentedcruz  lie ted america need session session own career sin america  ag ,Sentence found to be Depressed
12289, antoniaquestpho  call sin america  tell dont sin america  respect sinner amer,Sentence found to be Depressed
12290,foxnew session own career sin america ,Sentence found to be Depressed
12291,nprpolit   thing   five lie   own career sin america ,Sentence found to be Depressed
12292,amrightnow realdonaldtrump  sin america  doubt ,Sentence found to be Depressed
12293,foxnew  session career sin america ,Sentence found to be Depressed
12294, call sin america  tell dont sin america  respect sinner ame ,Sentence found to be Depressed
12295,sin america  label sin america also dont sin america ,Sentence found to be Depressed
12296, sin america  measur postscommentspropaganda  trumpaltrightgoptransit team amp fo ,Sentence found to be Depressed
12297,theleadcnn jaketapp speakerryan sin americajudg post ryan buddi see qualifi ,Sentence found to be Depressed
12298,amrightnow  strongest degrad militari anoth sin america putin oneaircr ,Sentence found to be Depressed
12299,cant owe much moneyrespect putin anoth  sin america dont let happen without v ,Sentence found to be Depressed
12300,amrightnow use soldier propaganda trump sin america evangel use religion altright ,Sentence found to be Depressed
12301,newyork  trump condemn press amp int agenc  clearli subvers america  anoth trump sin ,Sentence found to be Depressed
12302,salon  peopl insur first time one sin america ,Sentence found to be Depressed
12303,politicomag  omanwoman mr truman hey act like  defend america sin agai ,Sentence found to be Depressed
12304,number major  tweetretweet picturescommentstrump word unabl ,Sentence found to be Depressed
12305,number number larg major  tweetretweet trump sin america ,Sentence found to be Depressed
12306, report trump secretari state pick illeg busi iran ,Sentence found to be Depressed
12307, report trump secretari state pick illeg busi iran,Sentence found to be Depressed
12308, antoniaquestpho agre  stay messag tttttttttrrrrrrrrruuuummmppppppp lie traitor  sin america ,Sentence found to be Depressed
12309,agre  stay messag tttttttttrrrrrrrrruuuummmppppppp lie traitor  sin america ,Sentence found to be Depressed
12310,check great video watch ,Sentence found to be Depressed
12311,kellyann conway say trump shouldnt held account thing say  via huffpostpol,Sentence found to be Depressed
12312,conway accus meryl streep incit peopl worst instinct ,Sentence found to be Depressed
12313,here donald trump said meryl streep  ,Sentence found to be Depressed
12314, million american threaten pay tax ,Sentence found to be Depressed
12315,seanad order busi  novemb  elect mr trump pre  via youtub,Sentence found to be Depressed
12316,trump attack meryl streep right free speech ron howard destroy ,Sentence found to be Depressed
12317,protest erupt kentucki gop supermajor pass extrem antichoic antiunion bill  via democracynow,Sentence found to be Depressed
12318,donald trump upset media american peopl mock via politicususa   mock wait,Sentence found to be Depressed
12319,trump say never mock disabl report here video show    meryl streep presid,Sentence found to be Depressed
12320,trump say never mock disabl report here video show  ,Sentence found to be Depressed
12321,joenbc   crazi  think sin america sin usual requir confess punish ,Sentence found to be Depressed
12322,voxdotcom mani liesso mani promis mani weak mani incompet cabinet member mani scanda ,Sentence found to be Depressed
12323,msnbc msnbc argu problem dem secur russian thug know one trump think sm ,Sentence found to be Depressed
12324,motherjon dont shoot ,Sentence found to be Depressed
12325,motherjon cant evangel pleas tri stop kidsoth kill gun tote peopl ie nra favo ,Sentence found to be Depressed
12326,slate two pea pod sinner america sin america ask lie damag gover ,Sentence found to be Depressed
12327,joenbc alright tweet djt togeth tag ,Sentence found to be Depressed
12328,joenbc  ill send daili long dont tell truth ad mani great varieti ,Sentence found to be Depressed
12329,mcccain strident bash pre obama sick djt denigr u bad amp spend last day ,Sentence found to be Depressed
12330,joenbc  bewatch read wish chang propagandist work everyday  mon ,Sentence found to be Depressed
12331,joenbc  chri matthew read law regard trump sonin law  cant serv accord law,Sentence found to be Depressed
12332,amrightnow also thank comey amp putin add fox altrightwingwatch rightwingwatch,Sentence found to be Depressed
12333,kellyo chri matthew read law regard nepot trump cant rel work son ,Sentence found to be Depressed
12334,mattgertz mmfa    truth stubborn thing lie flow trump support river ,Sentence found to be Depressed
12335,bbcnew way go corker friend two altright thug trump putin joe scarborough commit si ,Sentence found to be Depressed
12336,nbcpolit greta  wish good thing fail  minut  two fox favorit guestyou lost control ,Sentence found to be Depressed
12337,thehil hello endors  racist aghav ever studi john c calhoun session discipl calh ,Sentence found to be Depressed
12338, joenbc your slick dude joestil oper propaganda mill hope would wake crime america altright crash,Sentence found to be Depressed
12339,saynotob joenbc bash altrightamp support like pickup propaganda game bash obama keep ,Sentence found to be Depressed
12340,cciedotnyc joenbcthi great ad campaign trump amp putin russia finish  campaign ame ,Sentence found to be Depressed
12341,oralcart joenbc chancesh fail u way much lose propaganda war first ,Sentence found to be Depressed
12342,fox msnbc mccainpreibu shallow mind lie presid answer question didnt co ,Sentence found to be Depressed
12343,oralcart joenbc  weve fill propaganda mill amp greta bad start mccainpr ,Sentence found to be Depressed
12344,louisgolia joenbc realdonaldtrump mariabartiromo  one day joe like old day great alreadi back ,Sentence found to be Depressed
12345,joenbc greta minut new programtwo favorit fox guestmccain amp priebu hadto check channel ,Sentence found to be Depressed
12346,wanharian mcconnel dem work us repeal repl  n repeal creep,Sentence found to be Depressed
12347,billionair trump cant pay transit team salari ,Sentence found to be Depressed
12348,trump broken committ releas tax return ,Sentence found to be Depressed
12349,      numb skull heart soul ,Sentence found to be Depressed
12350,thinkprogress like look eye amp saw soul far hasnt exhibit present heartonli hat ,Sentence found to be Depressed
12351,realdonaldtrump insan ill inform absolut evid regain statu old soviet union would al ,Sentence found to be Depressed
12352,realdonaldtrump meetthepress chucktodd  bomb kelli defensedifficult defend propaganda liesfak ne ,Sentence found to be Depressed
12353,realdonaldtrump nbcnew  say   say ,Sentence found to be Depressed
12354,realdonaldtrump  man got know limit  manag countri  citizen  command str ,Sentence found to be Depressed
12355,realdonaldtrump would never thatwhat realli caus great harmyou someth realli stupidoutrag ,Sentence found to be Depressed
12356,  lame comment  jew kill nationalist like trump bannon hate jew trump bra ,Sentence found to be Depressed
12357,joenbc   im retir market agent   photograph       photo  state  ,Sentence found to be Depressed
12358,joenbc expect gain propaganda stream trump audit foxwont happen get back ,Sentence found to be Depressed
12359,joenbc hanniti say big dog fox get trump train hanniti other committi ,Sentence found to be Depressed
12360,politico realdonaldtrump bad aw john c calhoun geo wallac discipl wrong america ag ,Sentence found to be Depressed
12361,vote trump know heart come danger time power ,Sentence found to be Depressed
12362,time push trump amp putin hard take mani us let   tweet day rebut ,Sentence found to be Depressed
12363,sean hanniti serv joe scarborough hot cup morn ohhhhhhh  via slate,Sentence found to be Depressed
12364,sean hanniti serv joe scarborough hot cup morn ohhhhhhh  via slate,Sentence found to be Depressed
12365,alreadi strongest militari world dip stick russia one aircraft carrier  year old ,Sentence found to be Depressed
12366,know someon need strong militari russia one air craft carrier  year old diesel tug bo ,Sentence found to be Depressed
12367,one patriot group cabinet candid pleas stand great hero america ,Sentence found to be Depressed
12368,amrightnow realdonaldtrump   proof would ne handi,Sentence found to be Depressed
12369,trump altright  support trump favor opinion putin ,Sentence found to be Depressed
12370,amrightnow  got altright bannon thug putin lacki ,Sentence found to be Depressed
12371,amrightnow youtub realdonaldtrump lost  landslid ass   want know lost watch lie,Sentence found to be Depressed
12372,that russian slogan ever saw one   wait that trump support ,Sentence found to be Depressed
12373,trumpsputin privat armi russian thug nra loyalist arm insurrect method america rig ,Sentence found to be Depressed
12374,say trump amp putin oust senat hous us govern sure sound way ,Sentence found to be Depressed
12375,trump care american peopl care america would never assistrequest argu favor ,Sentence found to be Depressed
12376,amrightnow     room putin portrait  ,Sentence found to be Depressed
12377,sicken ,Sentence found to be Depressed
12378,know russiaputin one air craft carrier year old diesel monster tug boat hasto accompani du ,Sentence found to be Depressed
12379,amrightnow  sympathet russia loyal america shame ask cant tell ,Sentence found to be Depressed
12380,putin doesnt blast pressh own run press trump next step know weeeeeee ,Sentence found to be Depressed
12381,american patriot back away trump dont traitorsrussian sympath ,Sentence found to be Depressed
12382,wrong said nsa amp cia other convinc us fulli involv putinrussia ,Sentence found to be Depressed
12383,amrightnow half wit mobster swindler racist bigot help america  absolut noth cant ,Sentence found to be Depressed
12384,amazingthey tend hit deplor amp  alik look ball hit michigan wisco ,Sentence found to be Depressed
12385,harken back say harken  backto day trump mock great press report he upset ,Sentence found to be Depressed
12386,trump press secretari beg american peopl stop mock donald trump via politicususa ,Sentence found to be Depressed
12387,record presid obama social progress equal  via youtub,Sentence found to be Depressed
12388,cwcanadianright foxnew sundayfutur newtgingrich  fake news ,Sentence found to be Depressed
12389,way go evangel  ev vote trump  gop favor putin   swamp one ev ,Sentence found to be Depressed
12390,foxnew sundayfutur newtgingrich   one poll slick joker poll   amaz one poll ,Sentence found to be Depressed
12391,know russia oneaircraft carrier that  year old diesel requir tug trail sinc nee ,Sentence found to be Depressed
12392,write fake bookpost next fake news ,Sentence found to be Depressed
12393,rawstori  way go joysend  plu tweet day  picturesimag consid ask other pleas think ,Sentence found to be Depressed
12394,youv help mani sick kid get insur  slick guy vote  time repeal si year n ,Sentence found to be Depressed
12395,foxnew stevescalis potu held dip stick know okok appear fox ,Sentence found to be Depressed
12396,breitbartnew  understand breitnew cesspool swamp hog wallow otherwis deplor compani hey ,Sentence found to be Depressed
12397,white hous ,Sentence found to be Depressed
12398,insid  club jeff session hidden haunt ,Sentence found to be Depressed
12399,eliseviebeck    ok ,Sentence found to be Depressed
12400,sell sick peopl ,Sentence found to be Depressed
12401,eliseviebeck philipruck realdonaldtrump hung long enough spread mani lie ,Sentence found to be Depressed
12402,juliehdavi eliseviebeck shearm  that joke everyon know,Sentence found to be Depressed
12403,thehil  senat kentucki find us citizen depend food stamp mani yea ,Sentence found to be Depressed
12404,bbcnew  go home dudeyour poison stupidevilnarcissist trump get th ,Sentence found to be Depressed
12405,bakedalaska know,Sentence found to be Depressed
12406,papacon bakedalaska  man blew,Sentence found to be Depressed
12407,bakedalaska  wish didnt ,Sentence found to be Depressed
12408,altright descend civil war lead figur boot inaugur event  via bipolit,Sentence found to be Depressed
12409,sure wasnt putin say know thermonuclear bomb creat lot heat ,Sentence found to be Depressed
12410,jerk tweet anywher kind idiot shit worri ,Sentence found to be Depressed
12411, week continu  job growth  year america alreadi great  realli feel say  ,Sentence found to be Depressed
12412,teamtrump youv said past month remind  mountain garbag dump noth valu lay ,Sentence found to be Depressed
12413,forc  concern appar dont understand said past month rem ,Sentence found to be Depressed
12414,live missouri amp scare who walk next kid neighborhood ar   pistol larg magazi ,Sentence found to be Depressed
12415, realdonaldtrump  lie know  trump name  rememb  pronounc ,Sentence found to be Depressed
12416,realli think  believ trumpor  evangel   gop ,Sentence found to be Depressed
12417,russia compar trumpputinrussiavulgar mouth slander women like compar trump univ ,Sentence found to be Depressed
12418,amrightnow youtub sick stomach,Sentence found to be Depressed
12419,amrightnow youtub sick stomach,Sentence found to be Depressed
12420,daysoftrump  remind cyber scari  death know least ye ,Sentence found to be Depressed
12421,thetrumptrain tweeter lie ,Sentence found to be Depressed
12422,trump disgrac presid attack meet press push propaganda via politicususa ,Sentence found to be Depressed
12423,  realdonaldtrump brianstelt author demand stop come trump ,Sentence found to be Depressed
12424,  realdonaldtrump brianstelt  thank read truth difficult thing cant get rid,Sentence found to be Depressed
12425,wikileak hint plan creat omin big brother databas  via heatstreet,Sentence found to be Depressed
12426,trump owe two russian bank own friend putin lot moneytwo internet server trump tower ,Sentence found to be Depressed
12427,narcissist anarchist idiot compari hemingway  suggest like lenin stalin ,Sentence found to be Depressed
12428,trump treat pressmedia respect ,Sentence found to be Depressed
12429,disregard constitut countri amp citizen candid cabinet properli vet could big tro ,Sentence found to be Depressed
12430,realdonaldtrump consid sin america that sens countri u ,Sentence found to be Depressed
12431,dont work stupid  separ branch govern man dont know ,Sentence found to be Depressed
12432,realdonaldtrump  love star amp stripe love putin much  nonsens narcissisticand lie ,Sentence found to be Depressed
12433,dirti store terribl food great peopl work spite evil owner need work like ,Sentence found to be Depressed
12434,thinkprogress fit trump modela long doesnt get mistreat hell other ,Sentence found to be Depressed
12435,say fit situat peopl kentucki know lie evil etcthey still vote ask ,Sentence found to be Depressed
12436,american vote  hc vote trump lier ,Sentence found to be Depressed
12437,trump attempt intimid nbc news misguid tweet  via msnbc,Sentence found to be Depressed
12438,trump star search  via msnbc,Sentence found to be Depressed
12439,cnnpolit communist feel strongli russiaputin ,Sentence found to be Depressed
12440,cnnpolit problem minuscul compar bad actor cabinet ,Sentence found to be Depressed
12441,cnnpolit guy trump payrol,Sentence found to be Depressed
12442,cnnpolit one worst dumbest danger ugliest mental ill overal stupid amp evil,Sentence found to be Depressed
12443,cnnpolit one danger peopl usa  stupid lindsay graham  ,Sentence found to be Depressed
12444,hey dummi alreadi delegitim ,Sentence found to be Depressed
12445,stupid trump ,Sentence found to be Depressed
12446,cnnpolit  stupid  ,Sentence found to be Depressed
12447,russia hack wikileak distribut trump coordin russia     call   treason ,Sentence found to be Depressed
12448,heart ,Sentence found to be Depressed
12449,putin order hack help trump intellig report say  via ksdknew,Sentence found to be Depressed
12450,mmfa watch joeveri anti obamaveri anti clinton pro trump  noth propaganda trumpand associa ,Sentence found to be Depressed
12451,mmfa get wors ,Sentence found to be Depressed
12452,vonwal  brianstelt pamelabrowncnn comey putin plu hc bad campaign much wait got  vote plu,Sentence found to be Depressed
12453,  ive found real trumpputin lover sinc love god children dont follow anyon hate ,Sentence found to be Depressed
12454,   stupid,Sentence found to be Depressed
12455,maxinewat best im make big effort retir man pleas go mytweet postwant ,Sentence found to be Depressed
12456,bad america flynn ,Sentence found to be Depressed
12457,thehil flynn putin type brain flynn winsh nutswel know quick get danger ,Sentence found to be Depressed
12458,mmfa fascin scari amp insight ,Sentence found to be Depressed
12459,mmfa fascin scari amp insight ,Sentence found to be Depressed
12460,mmfa indic media type strong support trump deal outlet ,Sentence found to be Depressed
12461,mmfa  hell need strong arm type show sign strongman project underway ,Sentence found to be Depressed
12462,mmfa  seriou add gener cabinetbash mediagrow media outlet grow propaganda ,Sentence found to be Depressed
12463, mmfa outlet pois becom trump person propaganda machin  ,Sentence found to be Depressed
12464,mmfa go find media troubl favor ,Sentence found to be Depressed
12465,mmfa  like fox andi amp phil want cater altright joe scarborough good exampl propaganda trump ,Sentence found to be Depressed
12466,phil andi amp other want cater altright time joe scarborough good exampl msnbc  ,Sentence found to be Depressed
12467,love love countryh present propaganda aim anyon white christia ,Sentence found to be Depressed
12468,mmfa would anyon sane ethic belov white supremacist neonzi amp altright  know kinda ,Sentence found to be Depressed
12469,mmfa strang dark situat joe scarborough msnbc platform amp undisclos relationship trum ,Sentence found to be Depressed
12470,lyingkhazarian nytpolit  man call cia lie  trumptrash ,Sentence found to be Depressed
12471,lyingkhazarian brianstelt morningjo  who countri favor mess sound like putin ,Sentence found to be Depressed
12472,yoppchop brianstelt morningjo  understand amp mika often especi mika ,Sentence found to be Depressed
12473,  realdonaldtrump brianstelt  russian american talk,Sentence found to be Depressed
12474,unforgiv   traitor ,Sentence found to be Depressed
12475,realli wan inform watch cbsthismorn  ,Sentence found to be Depressed
12476,dbindsch rbreich someon statu take away simpli talk lot time lapsenew player intelli ,Sentence found to be Depressed
12477, antoniaquestpho rbreich ask joe scarborough lead one ofth aggress propaganda campaign trump todat still sponsor,Sentence found to be Depressed
12478,rbreich ask joe scarborough lead one ofth aggress propaganda campaign trump todat still spon ,Sentence found to be Depressed
12479,joenbc  notic pictur mika father post he support propaganda,Sentence found to be Depressed
12480,joenbc  hey joe ran propaganda mill past month look capabl instal ,Sentence found to be Depressed
12481,ricksrp joenbc stephenfhay naivet respons say amp putin amp trump want he fir month,Sentence found to be Depressed
12482,morningmika joenbc  mika mikabail boat travel passeng bannon trump kelleyan ,Sentence found to be Depressed
12483,joenbc trump bash press playbook joew dont need know opinion report ,Sentence found to be Depressed
12484,joenbc  gop got run  putin wikileak brietbart sourc truth ,Sentence found to be Depressed
12485,joenbc desper attempt stop truth escap public notic enough citizen support truth ,Sentence found to be Depressed
12486,mattforohio joenbc cnnmoney propaganda win great pair lair necessari win guestsmost cave joe sad day,Sentence found to be Depressed
12487,mattforohio joenbc cnnmoney  master deflect also sad compromis guest statement ,Sentence found to be Depressed
12488,joenbc alabamaftbl senjoemanchin   care joe talk english fot ball offic one time,Sentence found to be Depressed
12489,joenbc  sock joey recent twitter call filler less liespropaganda fluff notic tactic,Sentence found to be Depressed
12490,joenbc  joe your go leak administr offic  hey joe putin stolehack usa u putin kind promot,Sentence found to be Depressed
12491,joenbc  lair recordsy tube show favor posit trumpputin day ago damn wa ,Sentence found to be Depressed
12492,joenbc  one prime user wikileak propaganda requir fals substanc foxwikileak beietba ,Sentence found to be Depressed
12493,joenbc  pack hous sound like trump ,Sentence found to be Depressed
12494,morningjo joenbc  bygolli laugh,Sentence found to be Depressed
12495,trump attempt intimid nbc news misguid tweet  via msnbc,Sentence found to be Depressed
12496,joenbc ignatiuspost jeffreygoldberg dandrezn take sock joey  seem poll bef ,Sentence found to be Depressed
12497,joenbc ignatiuspost jeffreygoldberg dandrezn  tell  voter trust ,Sentence found to be Depressed
12498,morningmika joenbc  joe care  propaganda load alon appar lo ,Sentence found to be Depressed
12499,via npr us intellig commun releas public report russian hack ,Sentence found to be Depressed
12500,john c calhoungeorg wallac discipl ,Sentence found to be Depressed
12501,politico  dont laugh could guess love assxxxx,Sentence found to be Depressed
12502, politico nation cartoonist week polit  ,Sentence found to be Depressed
12503,susanlmelton realdonaldtrump  that good least well one good honor young man respect ,Sentence found to be Depressed
12504,that alright ill one reason watch respect djt ,Sentence found to be Depressed
12505,world fine putin assist ,Sentence found to be Depressed
12506,that road jeff session home marsha blackburn live nearbi wonder come ,Sentence found to be Depressed
12507,new presid cant write either hand ,Sentence found to be Depressed
12508,trumpinaugur  new presid presid death aca social secur medicar medicaid plan ,Sentence found to be Depressed
12509,hors back air forc one  realli need make sure catch bag hors amp presid ,Sentence found to be Depressed
12510,trumpinaugur  holi cat stuff  trump get marri white hous fourth  wed ,Sentence found to be Depressed
12511,djt live light switch requir anyhow he alreadi dark ,Sentence found to be Depressed
12512,case made attend mr presid inaugur presid assist th ,Sentence found to be Depressed
12513,hey that trump want ,Sentence found to be Depressed
12514,great info  ill use everyday ,Sentence found to be Depressed
12515,speak great depress ,Sentence found to be Depressed
12516,ill follow ill follow  putin follow putin follow ,Sentence found to be Depressed
12517,hope plenti evangel pope honor man ,Sentence found to be Depressed
12518,borisep trumpinaugur realdonaldtrump  need evangel similar prais amp support trump stand b ,Sentence found to be Depressed
12519,alway irk  hasnt earn right use battl ship us navi prop ,Sentence found to be Depressed
12520,trumpinaugur        react   offic presidd  offic man   carri approv ,Sentence found to be Depressed
12521,politicomag  that need  nixon intermediari assist   work ,Sentence found to be Depressed
12522,cnnpolit  may replac ,Sentence found to be Depressed
12523, may replac ,Sentence found to be Depressed
12524,cnnpolit  done ,Sentence found to be Depressed
12525,done ,Sentence found to be Depressed
12526,russian aggress effort usa amp gop want punish un       memo putin amp bebe  right mr ryan ,Sentence found to be Depressed
12527,check sec sec hous amp urban develop ,Sentence found to be Depressed
12528,west ,Sentence found to be Depressed
12529,wall wall dont need stink wall ,Sentence found to be Depressed
12530,cnnpolit lolwallco   wall wall  dont need stink wall ,Sentence found to be Depressed
12531,cnnpolit wall wall dont need stink wall,Sentence found to be Depressed
12532,cnnpolit  wall wall  dont need stink nicolledwallac,Sentence found to be Depressed
12533,usa pay trump racist nicolledwallac ,Sentence found to be Depressed
12534,cnnpolit   youll know know  everybodi know watch ,Sentence found to be Depressed
12535,oh like oreilli hanniti lou dobb foxtrumpaltright team  dont everi forget rush ,Sentence found to be Depressed
12536,trump team ,Sentence found to be Depressed
12537,cnnpolit     jump trump train like joe amp mika look ,Sentence found to be Depressed
12538, cnnpolit republican face earli stumbl block repeal obamacar  ,Sentence found to be Depressed
12539,cnnpolit       believ answer brief yesterday ,Sentence found to be Depressed
12540, cnnpolit sen tim kain donald trump act like russian presid vladimir putin defens lawyer ,Sentence found to be Depressed
12541, markknol  paid banana brain,Sentence found to be Depressed
12542, markknol tasteless resppons expect topic ,Sentence found to be Depressed
12543,qqbeautifuldov  markknol  tastless comment ,Sentence found to be Depressed
12544,donald trump pick health secretari trade medic stock hous   via wsj,Sentence found to be Depressed
12545,intel report putin directli order effort influenc elect cnnpolit    seriou,Sentence found to be Depressed
12546,contractor file lien trump dc hotel claim stif  million  via huffpostpol,Sentence found to be Depressed
12547,us report putin order effort help trump hurt clinton  via stltoday,Sentence found to be Depressed
12548,russia say touch trump campaign elect  via reuter,Sentence found to be Depressed
12549,clown right mejok left  trump town ,Sentence found to be Depressed
12550, thehil hacker tri breach dnc obama russia sanction report ,Sentence found to be Depressed
12551,guid next week confirm hear  ,Sentence found to be Depressed
12552,thehil putin loan moneyput trump pocket ,Sentence found to be Depressed
12553, juddlegum  fox news employ journalist cant consid news network protrump propaganda organ,Sentence found to be Depressed
